"Förvärvsarbetande nattbefolkning 16- år by År, Delområde, Arbetsdelområde and Kön"

"År"	"Delområde"	"Arbetsdelområde"	"Kön"	Förvärvsarbetande nattbefolkning 16- år
"2001"	"Hörnefors"	"Umeå östra landsbygd"	"Totalt"	..
"2001"	"Hörnefors"	"Uppgift saknas"	"Totalt"	0
"2001"	"Hörnefors"	"Ospecificerad arbetsplats"	"Totalt"	51
"2001"	"Hörnefors"	"Arbetsplatsen saknar NYKO"	"Totalt"	17
"2001"	"Hörnefors"	"Växlande arbetskraft"	"Totalt"	3
"2001"	"Hörnefors"	"Totalt"	"Totalt"	1806
"2001"	"Hörnefors"	"I20-området"	"Totalt"	..
"2001"	"Sävar"	"Berghem"	"Totalt"	20
"2001"	"Sävar"	"Haga/Sandbacka"	"Totalt"	49
"2001"	"Sävar"	"Centrala staden"	"Totalt"	429
"2001"	"Sävar"	"Västerslätt"	"Totalt"	89
"2001"	"Sävar"	"Ersboda/Ersmark"	"Totalt"	178
"2001"	"Sävar"	"Backen"	"Totalt"	147
"2001"	"Sävar"	"Umeå västra landsbygd"	"Totalt"	17
"2001"	"Sävar"	"Tavelsjö"	"Totalt"	6
"2001"	"Sävar"	"Teg"	"Totalt"	255
"2001"	"Sävar"	"Umeå södra landsbygd"	"Totalt"	10
"2001"	"Sävar"	"Östra stadsdelen"	"Totalt"	90
"2001"	"Sävar"	"Marieområdet"	"Totalt"	119
"2001"	"Sävar"	"Universitetsområdet"	"Totalt"	480
"2001"	"Sävar"	"Tomteboområdet"	"Totalt"	14
"2001"	"Sävar"	"Holmsund"	"Totalt"	46
"2001"	"Sävar"	"Hörnefors"	"Totalt"	3
"2001"	"Sävar"	"Sävar"	"Totalt"	737
"2001"	"Sävar"	"Holmön"	"Totalt"	0
"2001"	"Sävar"	"Umeå östra landsbygd"	"Totalt"	..
"2001"	"Sävar"	"Uppgift saknas"	"Totalt"	0
"2001"	"Sävar"	"Ospecificerad arbetsplats"	"Totalt"	99
"2001"	"Sävar"	"Arbetsplatsen saknar NYKO"	"Totalt"	9
"2001"	"Sävar"	"Växlande arbetskraft"	"Totalt"	3
"2001"	"Sävar"	"Totalt"	"Totalt"	2800
"2001"	"Sävar"	"I20-området"	"Totalt"	..
"2001"	"Holmön"	"Berghem"	"Totalt"	0
"2001"	"Holmön"	"Haga/Sandbacka"	"Totalt"	0
"2001"	"Holmön"	"Centrala staden"	"Totalt"	1
"2001"	"Holmön"	"Västerslätt"	"Totalt"	1
"2001"	"Holmön"	"Ersboda/Ersmark"	"Totalt"	0
"2001"	"Holmön"	"Backen"	"Totalt"	0
"2001"	"Holmön"	"Umeå västra landsbygd"	"Totalt"	0
"2001"	"Holmön"	"Tavelsjö"	"Totalt"	0
"2001"	"Holmön"	"Teg"	"Totalt"	1
"2001"	"Holmön"	"Umeå södra landsbygd"	"Totalt"	0
"2001"	"Holmön"	"Östra stadsdelen"	"Totalt"	0
"2001"	"Holmön"	"Marieområdet"	"Totalt"	0
"2001"	"Holmön"	"Universitetsområdet"	"Totalt"	2
"2001"	"Holmön"	"Tomteboområdet"	"Totalt"	0
"2001"	"Holmön"	"Holmsund"	"Totalt"	0
"2001"	"Holmön"	"Hörnefors"	"Totalt"	0
"2001"	"Holmön"	"Sävar"	"Totalt"	4
"2001"	"Holmön"	"Holmön"	"Totalt"	11
"2001"	"Holmön"	"Umeå östra landsbygd"	"Totalt"	..
"2001"	"Holmön"	"Uppgift saknas"	"Totalt"	0
"2001"	"Holmön"	"Ospecificerad arbetsplats"	"Totalt"	1
"2001"	"Holmön"	"Arbetsplatsen saknar NYKO"	"Totalt"	0
"2001"	"Holmön"	"Växlande arbetskraft"	"Totalt"	0
"2001"	"Holmön"	"Totalt"	"Totalt"	21
"2001"	"Holmön"	"I20-området"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Berghem"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Haga/Sandbacka"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Centrala staden"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Västerslätt"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Ersboda/Ersmark"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Backen"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Umeå västra landsbygd"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Tavelsjö"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Teg"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Umeå södra landsbygd"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Östra stadsdelen"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Marieområdet"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Universitetsområdet"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Tomteboområdet"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Holmsund"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Hörnefors"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Sävar"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Holmön"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Umeå östra landsbygd"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Uppgift saknas"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Ospecificerad arbetsplats"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Arbetsplatsen saknar NYKO"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Växlande arbetskraft"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"Totalt"	"Totalt"	..
"2001"	"Umeå östra landsbygd"	"I20-området"	"Totalt"	..
"2001"	"Uppgift saknas"	"Berghem"	"Totalt"	0
"2001"	"Uppgift saknas"	"Haga/Sandbacka"	"Totalt"	0
"2001"	"Uppgift saknas"	"Centrala staden"	"Totalt"	0
"2001"	"Uppgift saknas"	"Västerslätt"	"Totalt"	2
"2001"	"Uppgift saknas"	"Ersboda/Ersmark"	"Totalt"	0
"2001"	"Uppgift saknas"	"Backen"	"Totalt"	0
"2001"	"Uppgift saknas"	"Umeå västra landsbygd"	"Totalt"	0
"2001"	"Uppgift saknas"	"Tavelsjö"	"Totalt"	0
"2001"	"Uppgift saknas"	"Teg"	"Totalt"	0
"2001"	"Uppgift saknas"	"Umeå södra landsbygd"	"Totalt"	0
"2001"	"Uppgift saknas"	"Östra stadsdelen"	"Totalt"	0
"2001"	"Uppgift saknas"	"Marieområdet"	"Totalt"	0
"2001"	"Uppgift saknas"	"Universitetsområdet"	"Totalt"	0
"2001"	"Uppgift saknas"	"Tomteboområdet"	"Totalt"	0
"2001"	"Uppgift saknas"	"Holmsund"	"Totalt"	0
"2001"	"Uppgift saknas"	"Hörnefors"	"Totalt"	0
"2001"	"Uppgift saknas"	"Sävar"	"Totalt"	0
"2001"	"Uppgift saknas"	"Holmön"	"Totalt"	0
"2001"	"Uppgift saknas"	"Umeå östra landsbygd"	"Totalt"	..
"2001"	"Uppgift saknas"	"Uppgift saknas"	"Totalt"	0
"2001"	"Uppgift saknas"	"Ospecificerad arbetsplats"	"Totalt"	0
"2001"	"Uppgift saknas"	"Arbetsplatsen saknar NYKO"	"Totalt"	0
"2001"	"Uppgift saknas"	"Växlande arbetskraft"	"Totalt"	0
"2001"	"Uppgift saknas"	"Totalt"	"Totalt"	2
"2001"	"Uppgift saknas"	"I20-området"	"Totalt"	..
"2001"	"Restförda"	"Berghem"	"Totalt"	0
"2001"	"Restförda"	"Haga/Sandbacka"	"Totalt"	1
"2001"	"Restförda"	"Centrala staden"	"Totalt"	8
"2001"	"Restförda"	"Västerslätt"	"Totalt"	1
"2001"	"Restförda"	"Ersboda/Ersmark"	"Totalt"	0
"2001"	"Restförda"	"Backen"	"Totalt"	1
"2001"	"Restförda"	"Umeå västra landsbygd"	"Totalt"	0
"2001"	"Restförda"	"Tavelsjö"	"Totalt"	0
"2001"	"Restförda"	"Teg"	"Totalt"	0
"2001"	"Restförda"	"Umeå södra landsbygd"	"Totalt"	2
"2001"	"Restförda"	"Östra stadsdelen"	"Totalt"	0
"2001"	"Restförda"	"Marieområdet"	"Totalt"	1
"2001"	"Restförda"	"Universitetsområdet"	"Totalt"	2
"2001"	"Restförda"	"Tomteboområdet"	"Totalt"	0
"2001"	"Restförda"	"Holmsund"	"Totalt"	0
"2001"	"Restförda"	"Hörnefors"	"Totalt"	0
"2001"	"Restförda"	"Sävar"	"Totalt"	2
"2001"	"Restförda"	"Holmön"	"Totalt"	0
"2001"	"Restförda"	"Umeå östra landsbygd"	"Totalt"	..
"2001"	"Restförda"	"Uppgift saknas"	"Totalt"	0
"2001"	"Restförda"	"Ospecificerad arbetsplats"	"Totalt"	0
"2001"	"Restförda"	"Arbetsplatsen saknar NYKO"	"Totalt"	0
"2001"	"Restförda"	"Växlande arbetskraft"	"Totalt"	0
"2001"	"Restförda"	"Totalt"	"Totalt"	18
"2001"	"Restförda"	"I20-området"	"Totalt"	..
"2001"	"Totalt"	"Berghem"	"Totalt"	442
"2001"	"Totalt"	"Haga/Sandbacka"	"Totalt"	1161
"2001"	"Totalt"	"Centrala staden"	"Totalt"	10517
"2001"	"Totalt"	"Västerslätt"	"Totalt"	1664
"2001"	"Totalt"	"Ersboda/Ersmark"	"Totalt"	3322
"2001"	"Totalt"	"Backen"	"Totalt"	3524
"2001"	"Totalt"	"Umeå västra landsbygd"	"Totalt"	642
"2001"	"Totalt"	"Tavelsjö"	"Totalt"	240
"2001"	"Totalt"	"Teg"	"Totalt"	5425
"2001"	"Totalt"	"Umeå södra landsbygd"	"Totalt"	414
"2001"	"Totalt"	"Östra stadsdelen"	"Totalt"	1981
"2001"	"Totalt"	"Marieområdet"	"Totalt"	1791
"2001"	"Totalt"	"Universitetsområdet"	"Totalt"	9107
"2001"	"Totalt"	"Tomteboområdet"	"Totalt"	332
"2001"	"Totalt"	"Holmsund"	"Totalt"	2084
"2001"	"Totalt"	"Hörnefors"	"Totalt"	598
"2001"	"Totalt"	"Sävar"	"Totalt"	1094
"2001"	"Totalt"	"Holmön"	"Totalt"	13
"2001"	"Totalt"	"Umeå östra landsbygd"	"Totalt"	..
"2001"	"Totalt"	"Uppgift saknas"	"Totalt"	0
"2001"	"Totalt"	"Ospecificerad arbetsplats"	"Totalt"	1172
"2001"	"Totalt"	"Arbetsplatsen saknar NYKO"	"Totalt"	225
"2001"	"Totalt"	"Växlande arbetskraft"	"Totalt"	62
"2001"	"Totalt"	"Totalt"	"Totalt"	45810
"2001"	"Totalt"	"I20-området"	"Totalt"	..
"2001"	"Universitetsområdet"	"Berghem"	"Totalt"	..
"2001"	"Universitetsområdet"	"Haga/Sandbacka"	"Totalt"	..
"2001"	"Universitetsområdet"	"Centrala staden"	"Totalt"	..
"2001"	"Universitetsområdet"	"Västerslätt"	"Totalt"	..
"2001"	"Universitetsområdet"	"Ersboda/Ersmark"	"Totalt"	..
"2001"	"Universitetsområdet"	"Backen"	"Totalt"	..
"2001"	"Universitetsområdet"	"Umeå västra landsbygd"	"Totalt"	..
"2001"	"Universitetsområdet"	"Tavelsjö"	"Totalt"	..
"2001"	"Universitetsområdet"	"Teg"	"Totalt"	..
"2001"	"Universitetsområdet"	"Umeå södra landsbygd"	"Totalt"	..
"2001"	"Universitetsområdet"	"Östra stadsdelen"	"Totalt"	..
"2001"	"Universitetsområdet"	"Marieområdet"	"Totalt"	..
"2001"	"Universitetsområdet"	"Universitetsområdet"	"Totalt"	..
"2001"	"Universitetsområdet"	"Tomteboområdet"	"Totalt"	..
"2001"	"Universitetsområdet"	"Holmsund"	"Totalt"	..
"2001"	"Universitetsområdet"	"Hörnefors"	"Totalt"	..
"2001"	"Universitetsområdet"	"Sävar"	"Totalt"	..
"2001"	"Universitetsområdet"	"Holmön"	"Totalt"	..
"2001"	"Universitetsområdet"	"Umeå östra landsbygd"	"Totalt"	..
"2001"	"Universitetsområdet"	"Uppgift saknas"	"Totalt"	..
"2001"	"Universitetsområdet"	"Ospecificerad arbetsplats"	"Totalt"	..
"2001"	"Universitetsområdet"	"Arbetsplatsen saknar NYKO"	"Totalt"	..
"2001"	"Universitetsområdet"	"Växlande arbetskraft"	"Totalt"	..
"2001"	"Universitetsområdet"	"Totalt"	"Totalt"	..
"2001"	"Universitetsområdet"	"I20-området"	"Totalt"	..
"2001"	"I20-området"	"Berghem"	"Totalt"	..
"2001"	"I20-området"	"Haga/Sandbacka"	"Totalt"	..
"2001"	"I20-området"	"Centrala staden"	"Totalt"	..
"2001"	"I20-området"	"Västerslätt"	"Totalt"	..
"2001"	"I20-området"	"Ersboda/Ersmark"	"Totalt"	..
"2001"	"I20-området"	"Backen"	"Totalt"	..
"2001"	"I20-området"	"Umeå västra landsbygd"	"Totalt"	..
"2001"	"I20-området"	"Tavelsjö"	"Totalt"	..
"2001"	"I20-området"	"Teg"	"Totalt"	..
"2001"	"I20-området"	"Umeå södra landsbygd"	"Totalt"	..
"2001"	"I20-området"	"Östra stadsdelen"	"Totalt"	..
"2001"	"I20-området"	"Marieområdet"	"Totalt"	..
"2001"	"I20-området"	"Universitetsområdet"	"Totalt"	..
"2001"	"I20-området"	"Tomteboområdet"	"Totalt"	..
"2001"	"I20-området"	"Holmsund"	"Totalt"	..
"2001"	"I20-området"	"Hörnefors"	"Totalt"	..
"2001"	"I20-området"	"Sävar"	"Totalt"	..
"2001"	"I20-området"	"Holmön"	"Totalt"	..
"2001"	"I20-området"	"Umeå östra landsbygd"	"Totalt"	..
"2001"	"I20-området"	"Uppgift saknas"	"Totalt"	..
"2001"	"I20-området"	"Ospecificerad arbetsplats"	"Totalt"	..
"2001"	"I20-området"	"Arbetsplatsen saknar NYKO"	"Totalt"	..
"2001"	"I20-området"	"Växlande arbetskraft"	"Totalt"	..
"2001"	"I20-området"	"Totalt"	"Totalt"	..
"2001"	"I20-området"	"I20-området"	"Totalt"	..
"2002"	"Berghem"	"Berghem"	"Totalt"	67
"2002"	"Berghem"	"Haga/Sandbacka"	"Totalt"	35
"2002"	"Berghem"	"Centrala staden"	"Totalt"	302
"2002"	"Berghem"	"Västerslätt"	"Totalt"	29
"2002"	"Berghem"	"Ersboda/Ersmark"	"Totalt"	110
"2002"	"Berghem"	"Backen"	"Totalt"	57
"2002"	"Berghem"	"Umeå västra landsbygd"	"Totalt"	6
"2002"	"Berghem"	"Tavelsjö"	"Totalt"	0
"2002"	"Berghem"	"Teg"	"Totalt"	76
"2002"	"Berghem"	"Umeå södra landsbygd"	"Totalt"	1
"2002"	"Berghem"	"Östra stadsdelen"	"Totalt"	49
"2002"	"Berghem"	"Marieområdet"	"Totalt"	54
"2002"	"Berghem"	"Universitetsområdet"	"Totalt"	516
"2002"	"Berghem"	"Tomteboområdet"	"Totalt"	6
"2002"	"Berghem"	"Holmsund"	"Totalt"	21
"2002"	"Berghem"	"Hörnefors"	"Totalt"	4
"2002"	"Berghem"	"Sävar"	"Totalt"	11
"2002"	"Berghem"	"Holmön"	"Totalt"	1
"2002"	"Berghem"	"Umeå östra landsbygd"	"Totalt"	..
"2002"	"Berghem"	"Uppgift saknas"	"Totalt"	0
"2002"	"Berghem"	"Ospecificerad arbetsplats"	"Totalt"	36
"2002"	"Berghem"	"Arbetsplatsen saknar NYKO"	"Totalt"	4
"2002"	"Berghem"	"Växlande arbetskraft"	"Totalt"	1
"2002"	"Berghem"	"Totalt"	"Totalt"	1386
"2002"	"Berghem"	"I20-området"	"Totalt"	..
"2002"	"Haga/Sandbacka"	"Berghem"	"Totalt"	42
"2002"	"Haga/Sandbacka"	"Haga/Sandbacka"	"Totalt"	263
"2002"	"Haga/Sandbacka"	"Centrala staden"	"Totalt"	988
"2002"	"Haga/Sandbacka"	"Västerslätt"	"Totalt"	127
"2002"	"Haga/Sandbacka"	"Ersboda/Ersmark"	"Totalt"	280
"2002"	"Haga/Sandbacka"	"Backen"	"Totalt"	236
"2002"	"Haga/Sandbacka"	"Umeå västra landsbygd"	"Totalt"	30
"2002"	"Haga/Sandbacka"	"Tavelsjö"	"Totalt"	8
"2002"	"Haga/Sandbacka"	"Teg"	"Totalt"	333
"2002"	"Haga/Sandbacka"	"Umeå södra landsbygd"	"Totalt"	16
"2002"	"Haga/Sandbacka"	"Östra stadsdelen"	"Totalt"	115
"2002"	"Haga/Sandbacka"	"Marieområdet"	"Totalt"	139
"2002"	"Haga/Sandbacka"	"Universitetsområdet"	"Totalt"	689
"2002"	"Haga/Sandbacka"	"Tomteboområdet"	"Totalt"	19
"2002"	"Haga/Sandbacka"	"Holmsund"	"Totalt"	51
"2002"	"Haga/Sandbacka"	"Hörnefors"	"Totalt"	14
"2002"	"Haga/Sandbacka"	"Sävar"	"Totalt"	39
"2002"	"Haga/Sandbacka"	"Holmön"	"Totalt"	0
"2002"	"Haga/Sandbacka"	"Umeå östra landsbygd"	"Totalt"	..
"2002"	"Haga/Sandbacka"	"Uppgift saknas"	"Totalt"	0
"2002"	"Haga/Sandbacka"	"Ospecificerad arbetsplats"	"Totalt"	88
"2002"	"Haga/Sandbacka"	"Arbetsplatsen saknar NYKO"	"Totalt"	5
"2002"	"Haga/Sandbacka"	"Växlande arbetskraft"	"Totalt"	2
"2002"	"Haga/Sandbacka"	"Totalt"	"Totalt"	3484
"2002"	"Haga/Sandbacka"	"I20-området"	"Totalt"	..
"2002"	"Centrala staden"	"Berghem"	"Totalt"	59
"2002"	"Centrala staden"	"Haga/Sandbacka"	"Totalt"	120
"2002"	"Centrala staden"	"Centrala staden"	"Totalt"	1702
"2002"	"Centrala staden"	"Västerslätt"	"Totalt"	181
"2002"	"Centrala staden"	"Ersboda/Ersmark"	"Totalt"	305
"2002"	"Centrala staden"	"Backen"	"Totalt"	251
"2002"	"Centrala staden"	"Umeå västra landsbygd"	"Totalt"	39
"2002"	"Centrala staden"	"Tavelsjö"	"Totalt"	5
"2002"	"Centrala staden"	"Teg"	"Totalt"	437
"2002"	"Centrala staden"	"Umeå södra landsbygd"	"Totalt"	13
"2002"	"Centrala staden"	"Östra stadsdelen"	"Totalt"	157
"2002"	"Centrala staden"	"Marieområdet"	"Totalt"	132
"2002"	"Centrala staden"	"Universitetsområdet"	"Totalt"	932
"2002"	"Centrala staden"	"Tomteboområdet"	"Totalt"	19
"2002"	"Centrala staden"	"Holmsund"	"Totalt"	96
"2002"	"Centrala staden"	"Hörnefors"	"Totalt"	15
"2002"	"Centrala staden"	"Sävar"	"Totalt"	43
"2002"	"Centrala staden"	"Holmön"	"Totalt"	0
"2002"	"Centrala staden"	"Umeå östra landsbygd"	"Totalt"	..
"2002"	"Centrala staden"	"Uppgift saknas"	"Totalt"	0
"2002"	"Centrala staden"	"Ospecificerad arbetsplats"	"Totalt"	106
"2002"	"Centrala staden"	"Arbetsplatsen saknar NYKO"	"Totalt"	7
"2002"	"Centrala staden"	"Växlande arbetskraft"	"Totalt"	10
"2002"	"Centrala staden"	"Totalt"	"Totalt"	4629
"2002"	"Centrala staden"	"I20-området"	"Totalt"	..
"2002"	"Västerslätt"	"Berghem"	"Totalt"	6
"2002"	"Västerslätt"	"Haga/Sandbacka"	"Totalt"	29
"2002"	"Västerslätt"	"Centrala staden"	"Totalt"	256
"2002"	"Västerslätt"	"Västerslätt"	"Totalt"	100
"2002"	"Västerslätt"	"Ersboda/Ersmark"	"Totalt"	57
"2002"	"Västerslätt"	"Backen"	"Totalt"	132
"2002"	"Västerslätt"	"Umeå västra landsbygd"	"Totalt"	11
"2002"	"Västerslätt"	"Tavelsjö"	"Totalt"	2
"2002"	"Västerslätt"	"Teg"	"Totalt"	100
"2002"	"Västerslätt"	"Umeå södra landsbygd"	"Totalt"	3
"2002"	"Västerslätt"	"Östra stadsdelen"	"Totalt"	23
"2002"	"Västerslätt"	"Marieområdet"	"Totalt"	29
"2002"	"Västerslätt"	"Universitetsområdet"	"Totalt"	147
"2002"	"Västerslätt"	"Tomteboområdet"	"Totalt"	3
"2002"	"Västerslätt"	"Holmsund"	"Totalt"	13
"2002"	"Västerslätt"	"Hörnefors"	"Totalt"	0
"2002"	"Västerslätt"	"Sävar"	"Totalt"	6
"2002"	"Västerslätt"	"Holmön"	"Totalt"	0
"2002"	"Västerslätt"	"Umeå östra landsbygd"	"Totalt"	..
"2002"	"Västerslätt"	"Uppgift saknas"	"Totalt"	0
"2002"	"Västerslätt"	"Ospecificerad arbetsplats"	"Totalt"	18
"2002"	"Västerslätt"	"Arbetsplatsen saknar NYKO"	"Totalt"	1
"2002"	"Västerslätt"	"Växlande arbetskraft"	"Totalt"	1
"2002"	"Västerslätt"	"Totalt"	"Totalt"	937
"2002"	"Västerslätt"	"I20-området"	"Totalt"	..
"2002"	"Ersboda/Ersmark"	"Berghem"	"Totalt"	36
"2002"	"Ersboda/Ersmark"	"Haga/Sandbacka"	"Totalt"	119
"2002"	"Ersboda/Ersmark"	"Centrala staden"	"Totalt"	893
"2002"	"Ersboda/Ersmark"	"Västerslätt"	"Totalt"	187
"2002"	"Ersboda/Ersmark"	"Ersboda/Ersmark"	"Totalt"	880
"2002"	"Ersboda/Ersmark"	"Backen"	"Totalt"	239
"2002"	"Ersboda/Ersmark"	"Umeå västra landsbygd"	"Totalt"	45
"2002"	"Ersboda/Ersmark"	"Tavelsjö"	"Totalt"	5
"2002"	"Ersboda/Ersmark"	"Teg"	"Totalt"	412
"2002"	"Ersboda/Ersmark"	"Umeå södra landsbygd"	"Totalt"	17
"2002"	"Ersboda/Ersmark"	"Östra stadsdelen"	"Totalt"	138
"2002"	"Ersboda/Ersmark"	"Marieområdet"	"Totalt"	220
"2002"	"Ersboda/Ersmark"	"Universitetsområdet"	"Totalt"	734
"2002"	"Ersboda/Ersmark"	"Tomteboområdet"	"Totalt"	23
"2002"	"Ersboda/Ersmark"	"Holmsund"	"Totalt"	47
"2002"	"Ersboda/Ersmark"	"Hörnefors"	"Totalt"	19
"2002"	"Ersboda/Ersmark"	"Sävar"	"Totalt"	48
"2002"	"Ersboda/Ersmark"	"Holmön"	"Totalt"	0
"2002"	"Ersboda/Ersmark"	"Umeå östra landsbygd"	"Totalt"	..
"2002"	"Ersboda/Ersmark"	"Uppgift saknas"	"Totalt"	0
"2002"	"Ersboda/Ersmark"	"Ospecificerad arbetsplats"	"Totalt"	81
"2002"	"Ersboda/Ersmark"	"Arbetsplatsen saknar NYKO"	"Totalt"	7
"2002"	"Ersboda/Ersmark"	"Växlande arbetskraft"	"Totalt"	6
"2002"	"Ersboda/Ersmark"	"Totalt"	"Totalt"	4156
"2002"	"Ersboda/Ersmark"	"I20-området"	"Totalt"	..
"2002"	"Backen"	"Berghem"	"Totalt"	33
"2002"	"Backen"	"Haga/Sandbacka"	"Totalt"	87
"2002"	"Backen"	"Centrala staden"	"Totalt"	984
"2002"	"Backen"	"Västerslätt"	"Totalt"	180
"2002"	"Backen"	"Ersboda/Ersmark"	"Totalt"	193
"2002"	"Backen"	"Backen"	"Totalt"	877
"2002"	"Backen"	"Umeå västra landsbygd"	"Totalt"	76
"2002"	"Backen"	"Tavelsjö"	"Totalt"	11
"2002"	"Backen"	"Teg"	"Totalt"	341
"2002"	"Backen"	"Umeå södra landsbygd"	"Totalt"	15
"2002"	"Backen"	"Östra stadsdelen"	"Totalt"	106
"2002"	"Backen"	"Marieområdet"	"Totalt"	95
"2002"	"Backen"	"Universitetsområdet"	"Totalt"	577
"2002"	"Backen"	"Tomteboområdet"	"Totalt"	16
"2002"	"Backen"	"Holmsund"	"Totalt"	64
"2002"	"Backen"	"Hörnefors"	"Totalt"	9
"2002"	"Backen"	"Sävar"	"Totalt"	25
"2002"	"Backen"	"Holmön"	"Totalt"	0
"2002"	"Backen"	"Umeå östra landsbygd"	"Totalt"	..
"2002"	"Backen"	"Uppgift saknas"	"Totalt"	0
"2002"	"Backen"	"Ospecificerad arbetsplats"	"Totalt"	83
"2002"	"Backen"	"Arbetsplatsen saknar NYKO"	"Totalt"	8
"2002"	"Backen"	"Växlande arbetskraft"	"Totalt"	7
"2002"	"Backen"	"Totalt"	"Totalt"	3787
"2002"	"Backen"	"I20-området"	"Totalt"	..
"2002"	"Umeå västra landsbygd"	"Berghem"	"Totalt"	8
"2002"	"Umeå västra landsbygd"	"Haga/Sandbacka"	"Totalt"	39
"2002"	"Umeå västra landsbygd"	"Centrala staden"	"Totalt"	290
"2002"	"Umeå västra landsbygd"	"Västerslätt"	"Totalt"	83
"2002"	"Umeå västra landsbygd"	"Ersboda/Ersmark"	"Totalt"	106
"2002"	"Umeå västra landsbygd"	"Backen"	"Totalt"	210
"2002"	"Umeå västra landsbygd"	"Umeå västra landsbygd"	"Totalt"	233
"2002"	"Umeå västra landsbygd"	"Tavelsjö"	"Totalt"	17
"2002"	"Umeå västra landsbygd"	"Teg"	"Totalt"	181
"2002"	"Umeå västra landsbygd"	"Umeå södra landsbygd"	"Totalt"	10
"2002"	"Umeå västra landsbygd"	"Östra stadsdelen"	"Totalt"	42
"2002"	"Umeå västra landsbygd"	"Marieområdet"	"Totalt"	44
"2002"	"Umeå västra landsbygd"	"Universitetsområdet"	"Totalt"	237
"2002"	"Umeå västra landsbygd"	"Tomteboområdet"	"Totalt"	2
"2002"	"Umeå västra landsbygd"	"Holmsund"	"Totalt"	22
"2002"	"Umeå västra landsbygd"	"Hörnefors"	"Totalt"	4
"2002"	"Umeå västra landsbygd"	"Sävar"	"Totalt"	12
"2002"	"Umeå västra landsbygd"	"Holmön"	"Totalt"	0
"2002"	"Umeå västra landsbygd"	"Umeå östra landsbygd"	"Totalt"	..
"2002"	"Umeå västra landsbygd"	"Uppgift saknas"	"Totalt"	0
"2002"	"Umeå västra landsbygd"	"Ospecificerad arbetsplats"	"Totalt"	40
"2002"	"Umeå västra landsbygd"	"Arbetsplatsen saknar NYKO"	"Totalt"	6
"2002"	"Umeå västra landsbygd"	"Växlande arbetskraft"	"Totalt"	1
"2002"	"Umeå västra landsbygd"	"Totalt"	"Totalt"	1587
"2002"	"Umeå västra landsbygd"	"I20-området"	"Totalt"	..
"2002"	"Tavelsjö"	"Berghem"	"Totalt"	3
"2002"	"Tavelsjö"	"Haga/Sandbacka"	"Totalt"	19
"2002"	"Tavelsjö"	"Centrala staden"	"Totalt"	161
"2002"	"Tavelsjö"	"Västerslätt"	"Totalt"	35
"2002"	"Tavelsjö"	"Ersboda/Ersmark"	"Totalt"	65
"2002"	"Tavelsjö"	"Backen"	"Totalt"	110
"2002"	"Tavelsjö"	"Umeå västra landsbygd"	"Totalt"	24
"2002"	"Tavelsjö"	"Tavelsjö"	"Totalt"	173
"2002"	"Tavelsjö"	"Teg"	"Totalt"	114
"2002"	"Tavelsjö"	"Umeå södra landsbygd"	"Totalt"	3
"2002"	"Tavelsjö"	"Östra stadsdelen"	"Totalt"	27
"2002"	"Tavelsjö"	"Marieområdet"	"Totalt"	38
"2002"	"Tavelsjö"	"Universitetsområdet"	"Totalt"	127
"2002"	"Tavelsjö"	"Tomteboområdet"	"Totalt"	2
"2002"	"Tavelsjö"	"Holmsund"	"Totalt"	9
"2002"	"Tavelsjö"	"Hörnefors"	"Totalt"	2
"2002"	"Tavelsjö"	"Sävar"	"Totalt"	7
"2002"	"Tavelsjö"	"Holmön"	"Totalt"	0
"2002"	"Tavelsjö"	"Umeå östra landsbygd"	"Totalt"	..
"2002"	"Tavelsjö"	"Uppgift saknas"	"Totalt"	0
"2002"	"Tavelsjö"	"Ospecificerad arbetsplats"	"Totalt"	29
"2002"	"Tavelsjö"	"Arbetsplatsen saknar NYKO"	"Totalt"	5
"2002"	"Tavelsjö"	"Växlande arbetskraft"	"Totalt"	3
"2002"	"Tavelsjö"	"Totalt"	"Totalt"	956
"2002"	"Tavelsjö"	"I20-området"	"Totalt"	..
